S,M,NLL,j,σ,AIC,β
250,10,-129.9949744098698,38,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,38,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,38,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,38,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,38,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,38,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,38,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,38,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,38,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,38,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,38,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,38,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,38,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,38,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,38,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,39,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,39,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,39,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,39,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,39,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,39,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,39,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,39,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,39,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,39,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,39,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,39,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,39,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,39,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,39,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,39,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,40,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,40,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,40,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,40,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,40,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,40,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,40,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,40,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,40,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,40,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,40,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,40,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,40,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,40,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,40,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,40,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,41,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,41,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,41,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,41,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,41,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,41,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,41,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,41,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,41,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,41,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,41,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,41,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,41,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,41,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,41,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,41,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,42,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,42,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,42,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,42,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,42,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,42,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,42,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,42,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,42,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,42,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,42,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,42,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,42,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,42,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,42,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,42,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,43,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,43,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,43,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,43,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,43,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,43,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,43,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,43,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,43,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,43,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,43,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,43,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,43,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,43,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,43,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,43,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,44,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,44,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,44,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,44,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,44,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,44,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,44,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,44,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,44,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,44,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,44,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,44,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,44,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,44,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,44,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,44,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,45,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,45,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,45,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,45,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,45,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,45,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,45,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,45,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,45,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,45,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,45,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,45,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,45,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,45,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,45,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,45,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,46,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,46,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,46,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,46,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,46,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,46,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,46,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,46,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,46,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,46,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,46,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,46,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,46,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,46,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,46,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,46,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,47,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,47,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,47,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,47,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,47,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,47,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,47,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,47,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,47,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,47,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,47,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,47,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,47,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,47,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,47,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,47,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,48,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,48,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,48,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,48,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,48,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,48,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,48,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,48,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,48,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,48,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,48,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,48,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,48,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,48,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,48,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,48,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,49,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,49,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,49,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,49,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,49,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,49,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,49,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,49,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,49,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,49,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,49,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,49,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,49,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,49,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,49,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,49,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
50,10,-129.79746741421746,50,6.697286065259563e-9,-255.59493482843493,4.446315110854833e-6
250,10,-129.9949744098698,50,6.699351208164024e-9,-255.9899488197396,4.4472352316379005e-6
1000,10,-129.72589198301696,50,6.6825586379233675e-9,-255.45178396603393,4.446587412318274e-6
2500,10,-129.7224883050647,50,6.618690366296993e-9,-255.4449766101294,4.4467173907025544e-6
50,100,-130.99583711026582,50,9.093907507889022e-9,-257.99167422053165,4.450899348936133e-6
250,100,-129.68949920884612,50,9.37253762352095e-9,-255.37899841769223,4.449600302828049e-6
1000,100,-129.6142851402769,50,8.362656902657414e-9,-255.2285702805538,4.447080489426702e-6
2500,100,-129.8112920786492,50,6.401424888674776e-9,-255.62258415729838,4.4479993125680614e-6
50,250,-130.21129005131746,50,8.02121192652603e-9,-256.4225801026349,4.442583704192418e-6
250,250,-130.1640275157517,50,7.063574623079588e-9,-256.3280550315034,4.456904610320266e-6
1000,250,-130.28644946946022,50,6.215805859493928e-9,-256.57289893892045,4.447878031270341e-6
2500,250,-130.2856905422712,50,6.568336360650388e-9,-256.5713810845424,4.446945246080593e-6
50,1000,-115.17214486383156,50,5.311490009158679e-8,-226.34428972766312,4.602497864086074e-6
250,1000,-125.50264196866983,50,1.3919491277744575e-8,-247.00528393733967,4.441297840995823e-6
1000,1000,-129.2837074509145,50,8.183443089710858e-9,-254.567414901829,4.449187360872283e-6
2500,1000,-130.26783584860948,50,6.920291134096722e-9,-256.53567169721896,4.450123171983453e-6
